Plate,Repeat,Well,Type,Time,Fluorescein (0.1s) (Counts)
1,1,A01,M,00:00:12.53,63937
1,2,A01,M,00:03:17.74,62464
1,3,A01,M,00:06:22.99,62098
1,4,A01,M,00:09:28.22,63598
1,5,A01,M,00:12:33.47,64156
1,6,A01,M,00:15:38.68,63031
1,7,A01,M,00:18:43.94,63404
1,8,A01,M,00:21:49.19,63932
1,9,A01,M,00:24:54.39,64446
1,10,A01,M,00:27:59.62,63492
1,1,A02,M,00:00:12.90,62597
1,2,A02,M,00:03:18.11,60613
1,3,A02,M,00:06:23.36,59167
1,4,A02,M,00:09:28.59,61389
1,5,A02,M,00:12:33.84,61854
1,6,A02,M,00:15:39.05,59765
1,7,A02,M,00:18:44.31,60473
1,8,A02,M,00:21:49.56,61173
1,9,A02,M,00:24:54.76,61774
1,10,A02,M,00:27:59.99,62454
1,1,A03,M,00:00:13.27,65581
1,2,A03,M,00:03:18.48,62933
1,3,A03,M,00:06:23.73,61343
1,4,A03,M,00:09:28.96,63419
1,5,A03,M,00:12:34.21,63626
1,6,A03,M,00:15:39.42,63189
1,7,A03,M,00:18:44.68,63547
1,8,A03,M,00:21:49.93,62938
1,9,A03,M,00:24:55.13,64671
1,10,A03,M,00:28:00.36,64280
1,1,A04,M,00:00:13.64,62700
1,2,A04,M,00:03:18.85,60644
1,3,A04,M,00:06:24.10,60113
1,4,A04,M,00:09:29.33,61942
1,5,A04,M,00:12:34.58,63127
1,6,A04,M,00:15:39.79,61194
1,7,A04,M,00:18:45.05,61261
1,8,A04,M,00:21:50.30,63091
1,9,A04,M,00:24:55.50,63413
1,10,A04,M,00:28:00.73,62514
1,1,A05,M,00:00:14.01,65763
1,2,A05,M,00:03:19.22,62694
1,3,A05,M,00:06:24.47,61932
1,4,A05,M,00:09:29.70,63297
1,5,A05,M,00:12:34.95,63665
1,6,A05,M,00:15:40.16,63067
1,7,A05,M,00:18:45.42,63648
1,8,A05,M,00:21:50.67,64289
1,9,A05,M,00:24:55.87,64502
1,10,A05,M,00:28:01.10,64050
1,1,A06,M,00:00:14.38,64659
1,2,A06,M,00:03:19.59,63033
1,3,A06,M,00:06:24.84,61396
1,4,A06,M,00:09:30.07,63273
1,5,A06,M,00:12:35.32,63496
1,6,A06,M,00:15:40.53,62994
1,7,A06,M,00:18:45.79,63365
1,8,A06,M,00:21:51.04,63310
1,9,A06,M,00:24:56.24,63557
1,10,A06,M,00:28:01.47,63398
1,1,A07,M,00:00:14.75,64808
1,2,A07,M,00:03:19.96,62850
1,3,A07,M,00:06:25.21,62552
1,4,A07,M,00:09:30.44,64194
1,5,A07,M,00:12:35.69,65666
1,6,A07,M,00:15:40.90,64245
1,7,A07,M,00:18:46.16,64556
1,8,A07,M,00:21:51.41,64825
1,9,A07,M,00:24:56.61,64904
1,10,A07,M,00:28:01.84,65002
1,1,A08,M,00:00:15.12,66332
1,2,A08,M,00:03:20.33,63351
1,3,A08,M,00:06:25.58,63372
1,4,A08,M,00:09:30.81,64733
1,5,A08,M,00:12:36.06,64638
1,6,A08,M,00:15:41.27,64097
1,7,A08,M,00:18:46.53,64306
1,8,A08,M,00:21:51.78,64949
1,9,A08,M,00:24:56.98,64756
1,10,A08,M,00:28:02.21,64503
1,1,A09,M,00:00:15.49,65427
1,2,A09,M,00:03:20.70,62801
1,3,A09,M,00:06:25.98,62514
1,4,A09,M,00:09:31.18,63595
1,5,A09,M,00:12:36.43,63307
1,6,A09,M,00:15:41.64,62537
1,7,A09,M,00:18:46.90,63636
1,8,A09,M,00:21:52.15,63192
1,9,A09,M,00:24:57.35,64126
1,10,A09,M,00:28:02.58,63570
1,1,A10,M,00:00:15.86,65220
1,2,A10,M,00:03:21.07,62304
1,3,A10,M,00:06:26.35,61684
1,4,A10,M,00:09:31.55,63349
1,5,A10,M,00:12:36.80,63562
1,6,A10,M,00:15:42.01,63167
1,7,A10,M,00:18:47.27,63708
1,8,A10,M,00:21:52.52,62968
1,9,A10,M,00:24:57.72,63553
1,10,A10,M,00:28:02.95,63647
1,1,A11,M,00:00:16.23,66585
1,2,A11,M,00:03:21.44,64163
1,3,A11,M,00:06:26.72,63177
1,4,A11,M,00:09:31.92,64551
1,5,A11,M,00:12:37.17,65678
1,6,A11,M,00:15:42.38,65690
1,7,A11,M,00:18:47.64,65489
1,8,A11,M,00:21:52.89,65551
1,9,A11,M,00:24:58.09,66750
1,10,A11,M,00:28:03.32,67133
1,1,A12,M,00:00:16.60,66235
1,2,A12,M,00:03:21.81,64219
1,3,A12,M,00:06:27.09,63973
1,4,A12,M,00:09:32.29,65515
1,5,A12,M,00:12:37.54,65387
1,6,A12,M,00:15:42.75,64592
1,7,A12,M,00:18:48.01,65226
1,8,A12,M,00:21:53.26,65939
1,9,A12,M,00:24:58.46,66166
1,10,A12,M,00:28:03.69,65789
1,1,A13,M,00:00:16.97,66685
1,2,A13,M,00:03:22.18,64959
1,3,A13,M,00:06:27.46,63631
1,4,A13,M,00:09:32.66,64942
1,5,A13,M,00:12:37.91,64864
1,6,A13,M,00:15:43.12,64805
1,7,A13,M,00:18:48.38,65279
1,8,A13,M,00:21:53.63,65171
1,9,A13,M,00:24:58.83,65417
1,10,A13,M,00:28:04.06,65396
1,1,A14,M,00:00:17.34,66451
1,2,A14,M,00:03:22.55,63612
1,3,A14,M,00:06:27.83,63406
1,4,A14,M,00:09:33.03,64116
1,5,A14,M,00:12:38.28,64797
1,6,A14,M,00:15:43.49,64076
1,7,A14,M,00:18:48.75,64040
1,8,A14,M,00:21:54.00,64743
1,9,A14,M,00:24:59.20,64495
1,10,A14,M,00:28:04.43,64587
1,1,A15,M,00:00:17.71,66609
1,2,A15,M,00:03:22.92,64651
1,3,A15,M,00:06:28.20,64850
1,4,A15,M,00:09:33.40,65345
1,5,A15,M,00:12:38.65,65415
1,6,A15,M,00:15:43.86,65997
1,7,A15,M,00:18:49.12,66028
1,8,A15,M,00:21:54.37,66151
1,9,A15,M,00:24:59.57,66278
1,10,A15,M,00:28:04.80,66300
1,1,A16,M,00:00:18.08,66398
1,2,A16,M,00:03:23.29,65525
1,3,A16,M,00:06:28.57,66557
1,4,A16,M,00:09:33.77,66808
1,5,A16,M,00:12:39.02,66970
1,6,A16,M,00:15:44.23,66964
1,7,A16,M,00:18:49.49,67516
1,8,A16,M,00:21:54.74,67910
1,9,A16,M,00:24:59.94,67776
1,10,A16,M,00:28:05.17,67978
1,1,A17,M,00:00:18.45,67730
1,2,A17,M,00:03:23.66,66140
1,3,A17,M,00:06:28.94,66266
1,4,A17,M,00:09:34.14,66643
1,5,A17,M,00:12:39.39,67428
1,6,A17,M,00:15:44.60,67183
1,7,A17,M,00:18:49.86,67034
1,8,A17,M,00:21:55.11,67187
1,9,A17,M,00:25:00.31,67030
1,10,A17,M,00:28:05.54,67170
1,1,A18,M,00:00:18.82,66554
1,2,A18,M,00:03:24.03,64314
1,3,A18,M,00:06:29.31,63825
1,4,A18,M,00:09:34.51,64825
1,5,A18,M,00:12:39.76,64764
1,6,A18,M,00:15:44.97,64927
1,7,A18,M,00:18:50.23,65225
1,8,A18,M,00:21:55.48,66035
1,9,A18,M,00:25:00.68,66205
1,10,A18,M,00:28:05.91,66355
1,1,A19,M,00:00:19.19,66191
1,2,A19,M,00:03:24.40,63954
1,3,A19,M,00:06:29.68,64899
1,4,A19,M,00:09:34.88,64895
1,5,A19,M,00:12:40.13,65534
1,6,A19,M,00:15:45.34,64777
1,7,A19,M,00:18:50.60,65533
1,8,A19,M,00:21:55.85,65424
1,9,A19,M,00:25:01.05,66229
1,10,A19,M,00:28:06.28,65290
1,1,A20,M,00:00:19.56,66432
1,2,A20,M,00:03:24.77,64989
1,3,A20,M,00:06:30.05,65251
1,4,A20,M,00:09:35.25,65588
1,5,A20,M,00:12:40.50,66167
1,6,A20,M,00:15:45.71,66600
1,7,A20,M,00:18:50.97,66446
1,8,A20,M,00:21:56.22,67068
1,9,A20,M,00:25:01.42,66759
1,10,A20,M,00:28:06.65,66438
1,1,A21,M,00:00:19.93,66597
1,2,A21,M,00:03:25.14,65249
1,3,A21,M,00:06:30.42,65682
1,4,A21,M,00:09:35.62,65439
1,5,A21,M,00:12:40.87,65862
1,6,A21,M,00:15:46.08,66101
1,7,A21,M,00:18:51.34,66754
1,8,A21,M,00:21:56.59,66343
1,9,A21,M,00:25:01.79,66225
1,10,A21,M,00:28:07.02,66113
1,1,A22,M,00:00:20.30,66844
1,2,A22,M,00:03:25.51,65702
1,3,A22,M,00:06:30.79,66051
1,4,A22,M,00:09:35.99,65945
1,5,A22,M,00:12:41.24,66370
1,6,A22,M,00:15:46.45,66112
1,7,A22,M,00:18:51.71,66205
1,8,A22,M,00:21:56.96,66414
1,9,A22,M,00:25:02.16,67122
1,10,A22,M,00:28:07.39,66609
1,1,A23,M,00:00:20.67,66109
1,2,A23,M,00:03:25.88,64553
1,3,A23,M,00:06:31.16,64904
1,4,A23,M,00:09:36.36,64764
1,5,A23,M,00:12:41.61,64768
1,6,A23,M,00:15:46.82,64680
1,7,A23,M,00:18:52.08,65333
1,8,A23,M,00:21:57.33,64992
1,9,A23,M,00:25:02.53,65267
1,10,A23,M,00:28:07.76,65623
1,1,A24,M,00:00:21.04,67105
1,2,A24,M,00:03:26.25,65430
1,3,A24,M,00:06:31.53,65293
1,4,A24,M,00:09:36.73,65468
1,5,A24,M,00:12:41.98,66550
1,6,A24,M,00:15:47.19,66229
1,7,A24,M,00:18:52.45,66796
1,8,A24,M,00:21:57.70,66240
1,9,A24,M,00:25:02.90,66689
1,10,A24,M,00:28:08.13,66409
1,1,B01,M,00:00:23.85,62056
1,2,B01,M,00:03:29.05,59989
1,3,B01,M,00:06:34.33,59479
1,4,B01,M,00:09:39.53,59068
1,5,B01,M,00:12:44.79,58832
1,6,B01,M,00:15:49.99,58730
1,7,B01,M,00:18:55.25,59693
1,8,B01,M,00:22:00.50,59757
1,9,B01,M,00:25:05.71,59620
1,10,B01,M,00:28:10.93,60001
1,1,B02,M,00:00:24.22,62591
1,2,B02,M,00:03:29.42,60587
1,3,B02,M,00:06:34.70,59434
1,4,B02,M,00:09:39.90,60763
1,5,B02,M,00:12:45.16,60318
1,6,B02,M,00:15:50.36,60862
1,7,B02,M,00:18:55.62,60445
1,8,B02,M,00:22:00.87,61013
1,9,B02,M,00:25:06.08,61343
1,10,B02,M,00:28:11.30,62219
1,1,B03,M,00:00:24.59,63553
1,2,B03,M,00:03:29.79,60990
1,3,B03,M,00:06:35.07,60050
1,4,B03,M,00:09:40.27,61452
1,5,B03,M,00:12:45.53,60976
1,6,B03,M,00:15:50.73,61628
1,7,B03,M,00:18:55.99,60903
1,8,B03,M,00:22:01.24,61952
1,9,B03,M,00:25:06.45,61625
1,10,B03,M,00:28:11.67,62508
1,1,B04,M,00:00:24.96,61997
1,2,B04,M,00:03:30.16,58661
1,3,B04,M,00:06:35.44,58533
1,4,B04,M,00:09:40.64,59781
1,5,B04,M,00:12:45.90,58347
1,6,B04,M,00:15:51.10,59142
1,7,B04,M,00:18:56.36,58396
1,8,B04,M,00:22:01.61,60218
1,9,B04,M,00:25:06.82,60065
1,10,B04,M,00:28:12.04,60761
1,1,B05,M,00:00:25.33,64261
1,2,B05,M,00:03:30.53,61821
1,3,B05,M,00:06:35.81,60695
1,4,B05,M,00:09:41.01,61727
1,5,B05,M,00:12:46.27,61088
1,6,B05,M,00:15:51.47,61400
1,7,B05,M,00:18:56.73,61579
1,8,B05,M,00:22:01.98,62851
1,9,B05,M,00:25:07.19,62291
1,10,B05,M,00:28:12.41,62797
1,1,B06,M,00:00:25.70,64957
