Plate,Repeat,Well,Type,Time,ANTS (Counts)
1,1,A01,M,00:04:18.89,18539
1,2,A01,M,00:05:22.47,18420
1,3,A01,M,00:06:26.00,18805
1,4,A01,M,00:07:29.58,19042
1,5,A01,M,00:08:33.11,18621
1,6,A01,M,00:09:36.68,18868
1,7,A01,M,00:10:40.25,18838
1,8,A01,M,00:11:43.80,18746
1,9,A01,M,00:12:47.39,18682
1,10,A01,M,00:13:50.96,18951
1,1,A02,M,00:04:19.31,16081
1,2,A02,M,00:05:22.88,15117
1,3,A02,M,00:06:26.42,15232
1,4,A02,M,00:07:29.99,14959
1,5,A02,M,00:08:33.52,14942
1,6,A02,M,00:09:37.09,14878
1,7,A02,M,00:10:40.66,14817
1,8,A02,M,00:11:44.21,14776
1,9,A02,M,00:12:47.80,14818
1,10,A02,M,00:13:51.37,14835
1,1,A03,M,00:04:19.72,20184
1,2,A03,M,00:05:23.30,19645
1,3,A03,M,00:06:26.83,19426
1,4,A03,M,00:07:30.41,19360
1,5,A03,M,00:08:33.96,19332
1,6,A03,M,00:09:37.51,19511
1,7,A03,M,00:10:41.08,19275
1,8,A03,M,00:11:44.63,19170
1,9,A03,M,00:12:48.22,19532
1,10,A03,M,00:13:51.79,19455
1,1,A04,M,00:04:20.14,20290
1,2,A04,M,00:05:23.71,19870
1,3,A04,M,00:06:27.25,19872
1,4,A04,M,00:07:30.82,19489
1,5,A04,M,00:08:34.38,19548
1,6,A04,M,00:09:37.92,19651
1,7,A04,M,00:10:41.49,19744
1,8,A04,M,00:11:45.04,19517
1,9,A04,M,00:12:48.63,19618
1,10,A04,M,00:13:52.20,19899
1,1,A05,M,00:04:20.55,19719
1,2,A05,M,00:05:24.13,19845
1,3,A05,M,00:06:27.66,19703
1,4,A05,M,00:07:31.24,19764
1,5,A05,M,00:08:34.79,19663
1,6,A05,M,00:09:38.34,19452
1,7,A05,M,00:10:41.91,19983
1,8,A05,M,00:11:45.46,19474
1,9,A05,M,00:12:49.05,20192
1,10,A05,M,00:13:52.62,19732
1,1,A06,M,00:04:20.97,19660
1,2,A06,M,00:05:24.54,20025
1,3,A06,M,00:06:28.08,19641
1,4,A06,M,00:07:31.65,19607
1,5,A06,M,00:08:35.20,19978
1,6,A06,M,00:09:38.75,19840
1,7,A06,M,00:10:42.32,19949
1,8,A06,M,00:11:45.87,19735
1,9,A06,M,00:12:49.46,19729
1,10,A06,M,00:13:53.03,19722
1,1,A07,M,00:04:21.38,19718
1,2,A07,M,00:05:24.96,19669
1,3,A07,M,00:06:28.49,19494
1,4,A07,M,00:07:32.07,19645
1,5,A07,M,00:08:35.62,19493
1,6,A07,M,00:09:39.17,19533
1,7,A07,M,00:10:42.73,19756
1,8,A07,M,00:11:46.29,19680
1,9,A07,M,00:12:49.88,19535
1,10,A07,M,00:13:53.45,19690
1,1,A08,M,00:04:21.80,19696
1,2,A08,M,00:05:25.37,19868
1,3,A08,M,00:06:28.91,19924
1,4,A08,M,00:07:32.48,20051
1,5,A08,M,00:08:36.03,20074
1,6,A08,M,00:09:39.58,19721
1,7,A08,M,00:10:43.14,20008
1,8,A08,M,00:11:46.70,19838
1,9,A08,M,00:12:50.29,19992
1,10,A08,M,00:13:53.86,19975
1,1,A09,M,00:04:22.21,20027
1,2,A09,M,00:05:25.79,19628
1,3,A09,M,00:06:29.32,19726
1,4,A09,M,00:07:32.90,20116
1,5,A09,M,00:08:36.45,19814
1,6,A09,M,00:09:40.00,20020
1,7,A09,M,00:10:43.55,19966
1,8,A09,M,00:11:47.12,19819
1,9,A09,M,00:12:50.71,19943
1,10,A09,M,00:13:54.28,20103
1,1,A10,M,00:04:22.63,20146
1,2,A10,M,00:05:26.20,19887
1,3,A10,M,00:06:29.74,20054
1,4,A10,M,00:07:33.31,20360
1,5,A10,M,00:08:36.86,20293
1,6,A10,M,00:09:40.41,20160
1,7,A10,M,00:10:43.97,19952
1,8,A10,M,00:11:47.53,19892
1,9,A10,M,00:12:51.12,20277
1,10,A10,M,00:13:54.69,20155
1,1,A11,M,00:04:23.04,19959
1,2,A11,M,00:05:26.62,20008
1,3,A11,M,00:06:30.15,19924
1,4,A11,M,00:07:33.73,20029
1,5,A11,M,00:08:37.28,20077
1,6,A11,M,00:09:40.83,20074
1,7,A11,M,00:10:44.38,20089
1,8,A11,M,00:11:47.95,19894
1,9,A11,M,00:12:51.54,20231
1,10,A11,M,00:13:55.11,20177
1,1,A12,M,00:04:23.46,20209
1,2,A12,M,00:05:27.03,20033
1,3,A12,M,00:06:30.57,19782
1,4,A12,M,00:07:34.14,19869
1,5,A12,M,00:08:37.69,20020
1,6,A12,M,00:09:41.24,19879
1,7,A12,M,00:10:44.80,20024
1,8,A12,M,00:11:48.36,19783
1,9,A12,M,00:12:51.95,19744
1,10,A12,M,00:13:55.52,20025
1,1,B01,M,00:04:26.31,18730
1,2,B01,M,00:05:29.88,18944
1,3,B01,M,00:06:33.42,19116
1,4,B01,M,00:07:36.99,19396
1,5,B01,M,00:08:40.55,19427
1,6,B01,M,00:09:44.10,19577
1,7,B01,M,00:10:47.65,19343
1,8,B01,M,00:11:51.22,19614
1,9,B01,M,00:12:54.81,19511
1,10,B01,M,00:13:58.38,19654
1,1,B02,M,00:04:26.73,19350
1,2,B02,M,00:05:30.30,19430
1,3,B02,M,00:06:33.84,19329
1,4,B02,M,00:07:37.40,19623
1,5,B02,M,00:08:40.96,19583
1,6,B02,M,00:09:44.51,19807
1,7,B02,M,00:10:48.06,19852
1,8,B02,M,00:11:51.63,19744
1,9,B02,M,00:12:55.22,19631
1,10,B02,M,00:13:58.79,19910
1,1,B03,M,00:04:27.14,20141
1,2,B03,M,00:05:30.71,20053
1,3,B03,M,00:06:34.25,19721
1,4,B03,M,00:07:37.82,19566
1,5,B03,M,00:08:41.38,19556
1,6,B03,M,00:09:44.92,19874
1,7,B03,M,00:10:48.48,19627
1,8,B03,M,00:11:52.05,19980
1,9,B03,M,00:12:55.64,19680
1,10,B03,M,00:13:59.21,19876
1,1,B04,M,00:04:27.56,19723
1,2,B04,M,00:05:31.13,19731
1,3,B04,M,00:06:34.67,19715
1,4,B04,M,00:07:38.24,19648
1,5,B04,M,00:08:41.79,19884
1,6,B04,M,00:09:45.33,19803
1,7,B04,M,00:10:48.89,19964
1,8,B04,M,00:11:52.46,20194
1,9,B04,M,00:12:56.05,20006
1,10,B04,M,00:13:59.62,19837
1,1,B05,M,00:04:27.97,19881
1,2,B05,M,00:05:31.54,19770
1,3,B05,M,00:06:35.08,20034
1,4,B05,M,00:07:38.65,20189
1,5,B05,M,00:08:42.21,19964
1,6,B05,M,00:09:45.75,20078
1,7,B05,M,00:10:49.31,20043
1,8,B05,M,00:11:52.88,20205
1,9,B05,M,00:12:56.47,19946
1,10,B05,M,00:14:00.04,20115
1,1,B06,M,00:04:28.39,20656
1,2,B06,M,00:05:31.96,20136
1,3,B06,M,00:06:35.50,19821
1,4,B06,M,00:07:39.06,20020
1,5,B06,M,00:08:42.62,19901
1,6,B06,M,00:09:46.17,20071
1,7,B06,M,00:10:49.72,19890
1,8,B06,M,00:11:53.29,20246
1,9,B06,M,00:12:56.88,20046
1,10,B06,M,00:14:00.45,20358
1,1,B07,M,00:04:28.80,20608
1,2,B07,M,00:05:32.37,19898
1,3,B07,M,00:06:35.91,20258
1,4,B07,M,00:07:39.48,20189
1,5,B07,M,00:08:43.04,19830
1,6,B07,M,00:09:46.58,20023
1,7,B07,M,00:10:50.14,20154
1,8,B07,M,00:11:53.71,19991
1,9,B07,M,00:12:57.30,20207
1,10,B07,M,00:14:00.87,20297
1,1,B08,M,00:04:29.22,20513
1,2,B08,M,00:05:32.79,20385
1,3,B08,M,00:06:36.33,20254
1,4,B08,M,00:07:39.89,20462
1,5,B08,M,00:08:43.45,20243
1,6,B08,M,00:09:46.99,20135
1,7,B08,M,00:10:50.55,20531
1,8,B08,M,00:11:54.12,20307
1,9,B08,M,00:12:57.71,20589
1,10,B08,M,00:14:01.28,20241
1,1,B09,M,00:04:29.63,20857
1,2,B09,M,00:05:33.20,20331
1,3,B09,M,00:06:36.74,20381
1,4,B09,M,00:07:40.31,20536
1,5,B09,M,00:08:43.87,20328
1,6,B09,M,00:09:47.41,20441
1,7,B09,M,00:10:50.97,20546
1,8,B09,M,00:11:54.54,20377
1,9,B09,M,00:12:58.13,20532
1,10,B09,M,00:14:01.70,20619
1,1,B10,M,00:04:30.05,20463
1,2,B10,M,00:05:33.62,20020
1,3,B10,M,00:06:37.16,19902
1,4,B10,M,00:07:40.72,19823
1,5,B10,M,00:08:44.28,19932
1,6,B10,M,00:09:47.82,19982
1,7,B10,M,00:10:51.38,20316
1,8,B10,M,00:11:54.95,20348
1,9,B10,M,00:12:58.54,20153
1,10,B10,M,00:14:02.11,20564
1,1,B11,M,00:04:30.46,20359
1,2,B11,M,00:05:34.03,20010
1,3,B11,M,00:06:37.57,20194
1,4,B11,M,00:07:41.14,19897
1,5,B11,M,00:08:44.70,19860
1,6,B11,M,00:09:48.24,20048
1,7,B11,M,00:10:51.80,19868
1,8,B11,M,00:11:55.37,20219
1,9,B11,M,00:12:58.96,20144
1,10,B11,M,00:14:02.53,20234
1,1,B12,M,00:04:30.88,19993
1,2,B12,M,00:05:34.45,19931
1,3,B12,M,00:06:37.99,20165
1,4,B12,M,00:07:41.55,20173
1,5,B12,M,00:08:45.11,20153
1,6,B12,M,00:09:48.65,20094
1,7,B12,M,00:10:52.21,20286
1,8,B12,M,00:11:55.78,20060
1,9,B12,M,00:12:59.37,19773
1,10,B12,M,00:14:02.94,20347
1,1,C01,M,00:04:33.73,14179
1,2,C01,M,00:05:37.30,13726
1,3,C01,M,00:06:40.84,13743
1,4,C01,M,00:07:44.41,13471
1,5,C01,M,00:08:47.97,13552
1,6,C01,M,00:09:51.51,13752
1,7,C01,M,00:10:55.07,13478
1,8,C01,M,00:11:58.64,13527
1,9,C01,M,00:13:02.23,13543
1,10,C01,M,00:14:05.79,13525
1,1,C02,M,00:04:34.14,19605
1,2,C02,M,00:05:37.71,20153
1,3,C02,M,00:06:41.25,20038
1,4,C02,M,00:07:44.82,20319
1,5,C02,M,00:08:48.38,19895
1,6,C02,M,00:09:51.92,20153
1,7,C02,M,00:10:55.48,20024
1,8,C02,M,00:11:59.07,19928
1,9,C02,M,00:13:02.64,20145
1,10,C02,M,00:14:06.21,20107
1,1,C03,M,00:04:34.56,20319
1,2,C03,M,00:05:38.13,19436
1,3,C03,M,00:06:41.67,19195
